Date_Time_Absolute_dmy_hmsf,Date_dmy,Time_Absolute_hms,Time_Absolute_f,Time_Relative_hmsf,Time_Relative_hms,Time_Relative_f,Time_Relative_sf,Duration_sf,Result_Container,Observation,Event_Log,Subject,Behavior,Modifier_1,Event_Type,Comment
26-08-2019 17:41:48.883,26-08-2019,17:41:48,883,00:01:20.956,00:01:20,956,80.9557,12.4707,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 17:42:01.354,26-08-2019,17:42:01,354,00:01:33.426,00:01:33,426,93.4264,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 17:42:01.437,26-08-2019,17:42:01,437,00:01:33.510,00:01:33,510,93.5098,0.709036,Results,A1G1 (Paper),Event log,e1,Impatient behavior,Task(s) related,State start,
26-08-2019 17:42:02.146,26-08-2019,17:42:02,146,00:01:34.219,00:01:34,219,94.2188,0,Results,A1G1 (Paper),Event log,e1,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:42:10.613,26-08-2019,17:42:10,613,00:01:42.686,00:01:42,686,102.686,21.0625,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 17:42:31.676,26-08-2019,17:42:31,676,00:02:03.748,00:02:03,748,123.748,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 17:43:34.571,26-08-2019,17:43:34,571,00:03:06.644,00:03:06,644,186.644,1.66832,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State start,
26-08-2019 17:43:36.240,26-08-2019,17:43:35,240,00:03:08.312,00:03:08,312,188.312,0,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:43:49.795,26-08-2019,17:43:49,795,00:03:21.867,00:03:21,867,201.867,22.3555,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 17:44:12.150,26-08-2019,17:44:11,150,00:03:44.223,00:03:44,223,224.223,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 17:44:57.278,26-08-2019,17:44:56,278,00:04:29.351,00:04:29,351,269.351,21.9384,Results,A1G1 (Paper),Event log,e3,Desengagement,Other(s) related,State start,
26-08-2019 17:45:00.490,26-08-2019,17:45:00,490,00:04:32.562,00:04:32,562,272.562,2.6276,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State start,
26-08-2019 17:45:02.116,26-08-2019,17:45:02,116,00:04:34.189,00:04:34,189,274.189,3.04468,Results,A1G1 (Paper),Event log,e5,Desengagement,Other(s) related,State start,
26-08-2019 17:45:03.117,26-08-2019,17:45:03,117,00:04:35.190,00:04:35,190,275.19,0,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State stop,
26-08-2019 17:45:05.161,26-08-2019,17:45:04,161,00:04:37.234,00:04:37,234,277.234,0,Results,A1G1 (Paper),Event log,e5,Desengagement,Other(s) related,State stop,
26-08-2019 17:45:06.496,26-08-2019,17:45:05,496,00:04:38.568,00:04:38,568,278.568,2.75273,Results,A1G1 (Paper),Event log,e2,Desengagement,Other(s) related,State start,
26-08-2019 17:45:09.249,26-08-2019,17:45:09,249,00:04:41.321,00:04:41,321,281.321,0,Results,A1G1 (Paper),Event log,e2,Desengagement,Other(s) related,State stop,
26-08-2019 17:45:19.217,26-08-2019,17:45:18,217,00:04:51.289,00:04:51,289,291.289,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Other(s) related,State stop,
26-08-2019 17:45:28.559,26-08-2019,17:45:27,559,00:05:00.632,00:05:00,632,300.632,8.46672,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 17:45:33.022,26-08-2019,17:45:33,22,00:05:05.094,00:05:05,94,305.094,7.00694,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State start,
26-08-2019 17:45:37.026,26-08-2019,17:45:37,26,00:05:09.098,00:05:09,98,309.098,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 17:45:40.029,26-08-2019,17:45:40,29,00:05:12.101,00:05:12,101,312.101,0,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State stop,
26-08-2019 17:45:56.796,26-08-2019,17:45:55,796,00:05:28.868,00:05:28,868,328.868,37.5789,Results,A1G1 (Paper),Event log,e3,Desengagement,No idea,State start,
26-08-2019 17:46:34.375,26-08-2019,17:46:33,375,00:06:06.447,00:06:06,447,366.447,0,Results,A1G1 (Paper),Event log,e3,Desengagement,No idea,State stop,
26-08-2019 17:49:10.946,26-08-2019,17:49:09,946,00:08:43.019,00:08:43,19,523.019,2.21052,Results,A1G1 (Paper),Event log,e6,Impatient behavior,Task(s) related,State start,
26-08-2019 17:49:12.740,26-08-2019,17:49:12,740,00:08:44.812,00:08:44,812,524.812,45.2949,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 17:49:13.157,26-08-2019,17:49:13,157,00:08:45.229,00:08:45,229,525.229,0,Results,A1G1 (Paper),Event log,e6,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:49:15.242,26-08-2019,17:49:15,242,00:08:47.315,00:08:47,315,527.315,26.1926,Results,A1G1 (Paper),Event log,e2,Desengagement,Other(s) related,State start,
26-08-2019 17:49:15.409,26-08-2019,17:49:15,409,00:08:47.482,00:08:47,482,527.482,1.25124,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State start,
26-08-2019 17:49:16.660,26-08-2019,17:49:15,660,00:08:48.733,00:08:48,733,528.733,0,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:49:21.999,26-08-2019,17:49:21,999,00:08:54.071,00:08:54,71,534.071,41.1241,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State start,
26-08-2019 17:49:41.435,26-08-2019,17:49:41,435,00:09:13.507,00:09:13,507,553.507,0,Results,A1G1 (Paper),Event log,e2,Desengagement,Other(s) related,State stop,
26-08-2019 17:49:58.035,26-08-2019,17:49:58,35,00:09:30.107,00:09:30,107,570.107,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 17:50:03.123,26-08-2019,17:50:03,123,00:09:35.195,00:09:35,195,575.195,0,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State stop,
26-08-2019 17:50:03.123,26-08-2019,17:50:03,123,00:09:35.195,00:09:35,195,575.195,1.25124,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State start,
26-08-2019 17:50:04.374,26-08-2019,17:50:04,374,00:09:36.447,00:09:36,447,576.447,0,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:50:34.070,26-08-2019,17:50:34,70,00:10:06.143,00:10:06,143,606.143,8.92551,Results,A1G1 (Paper),Event log,e5,Desengagement,Other(s) related,State start,
26-08-2019 17:50:42.996,26-08-2019,17:50:42,996,00:10:15.068,00:10:15,68,615.068,0,Results,A1G1 (Paper),Event log,e5,Desengagement,Other(s) related,State stop,
26-08-2019 17:50:47.208,26-08-2019,17:50:46,208,00:10:19.281,00:10:19,281,619.281,23.1896,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 17:50:52.130,26-08-2019,17:50:52,130,00:10:24.202,00:10:24,202,624.202,14.0556,Results,A1G1 (Paper),Event log,e4,Desengagement,Adult related,State start,
26-08-2019 17:51:06.186,26-08-2019,17:51:06,186,00:10:38.258,00:10:38,258,638.258,0,Results,A1G1 (Paper),Event log,e4,Desengagement,Adult related,State stop,
26-08-2019 17:51:10.398,26-08-2019,17:51:10,398,00:10:42.470,00:10:42,470,642.47,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 17:51:25.747,26-08-2019,17:51:25,747,00:10:57.819,00:10:57,819,657.819,1.62661,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State start,
26-08-2019 17:51:27.373,26-08-2019,17:51:27,373,00:10:59.446,00:10:59,446,659.446,0,Results,A1G1 (Paper),Event log,e4,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:52:04.410,26-08-2019,17:52:04,410,00:11:36.482,00:11:36,482,696.482,1.37636,Results,A1G1 (Paper),Event log,e5,Removing Sth from other's hands,,State start,
26-08-2019 17:52:05.786,26-08-2019,17:52:05,786,00:11:37.859,00:11:37,859,697.859,0,Results,A1G1 (Paper),Event log,e5,Removing Sth from other's hands,,State stop,
26-08-2019 17:52:09.999,26-08-2019,17:52:09,999,00:11:42.071,00:11:42,71,702.071,24.858,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 17:52:34.857,26-08-2019,17:52:34,857,00:12:06.929,00:12:06,929,726.929,0,Results,A1G1 (Paper),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 17:52:48.954,26-08-2019,17:52:48,954,00:12:21.026,00:12:21,26,741.026,2.0854,Results,A1G1 (Paper),Event log,e6,Impatient behavior,Task(s) related,State start,
26-08-2019 17:52:51.039,26-08-2019,17:52:50,40,00:12:23.112,00:12:23,112,743.112,0,Results,A1G1 (Paper),Event log,e6,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:53:12.102,26-08-2019,17:53:12,102,00:12:44.174,00:12:44,174,764.174,1.25124,Results,A1G1 (Paper),Event log,e4,Removing Sth from other's hands,,State start,
26-08-2019 17:53:13.353,26-08-2019,17:53:12,353,00:12:45.426,00:12:45,426,765.426,0,Results,A1G1 (Paper),Event log,e4,Removing Sth from other's hands,,State stop,
26-08-2019 17:53:43.258,26-08-2019,17:53:42,258,00:13:15.330,00:13:15,330,795.33,1.25124,Results,A1G1 (Paper),Event log,e5,Removing Sth from other's hands,,State start,
26-08-2019 17:53:44.509,26-08-2019,17:53:43,509,00:13:16.582,00:13:16,582,796.582,0,Results,A1G1 (Paper),Event log,e5,Removing Sth from other's hands,,State stop,
26-08-2019 17:54:12.245,26-08-2019,17:54:12,245,00:13:44.317,00:13:44,317,824.317,7.7994,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State start,
26-08-2019 17:54:20.044,26-08-2019,17:54:19,44,00:13:52.117,00:13:52,117,832.117,0,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State stop,
26-08-2019 17:54:20.712,26-08-2019,17:54:19,712,00:13:52.784,00:13:52,784,832.784,1.25124,Results,A1G1 (Paper),Event log,e2,Impatient behavior,Other(s) related,State start,
26-08-2019 17:54:21.963,26-08-2019,17:54:20,963,00:13:54.035,00:13:54,35,834.035,0,Results,A1G1 (Paper),Event log,e2,Impatient behavior,Other(s) related,State stop,
26-08-2019 17:54:46.946,26-08-2019,17:54:46,946,00:14:19.018,00:14:19,18,859.018,1.37636,Results,A1G1 (Paper),Event log,e2,Removing Sth from other's hands,,State start,
26-08-2019 17:54:48.322,26-08-2019,17:54:48,322,00:14:20.395,00:14:20,395,860.395,0,Results,A1G1 (Paper),Event log,e2,Removing Sth from other's hands,,State stop,
26-08-2019 17:55:24.567,26-08-2019,17:55:24,567,00:14:56.639,00:14:56,639,896.639,10.1768,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Other(s) related,State start,
26-08-2019 17:55:34.743,26-08-2019,17:55:33,743,00:15:06.816,00:15:06,816,906.816,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Other(s) related,State stop,
26-08-2019 17:55:37.079,26-08-2019,17:55:37,79,00:15:09.151,00:15:09,151,909.151,5.29692,Results,A1G1 (Paper),Event log,e5,Desengagement,Adult related,State start,
26-08-2019 17:55:42.376,26-08-2019,17:55:41,376,00:15:14.448,00:15:14,448,914.448,0,Results,A1G1 (Paper),Event log,e5,Desengagement,Adult related,State stop,
26-08-2019 17:56:40.267,26-08-2019,17:56:40,267,00:16:12.339,00:16:12,339,972.339,8.09135,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State start,
26-08-2019 17:56:45.397,26-08-2019,17:56:45,397,00:16:17.469,00:16:17,469,977.469,5.79741,Results,A1G1 (Paper),Event log,e5,Verbal,Other(s) related,State start,
26-08-2019 17:56:48.358,26-08-2019,17:56:48,358,00:16:20.430,00:16:20,430,980.43,0,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State stop,
26-08-2019 17:56:51.194,26-08-2019,17:56:51,194,00:16:23.267,00:16:23,267,983.267,0,Results,A1G1 (Paper),Event log,e5,Verbal,Other(s) related,State stop,
26-08-2019 17:57:02.539,26-08-2019,17:57:02,539,00:16:34.611,00:16:34,611,994.611,2.50248,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State start,
26-08-2019 17:57:05.041,26-08-2019,17:57:04,41,00:16:37.114,00:16:37,114,997.114,0,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State stop,
26-08-2019 17:57:53.506,26-08-2019,17:57:53,506,00:17:25.578,00:17:25,578,1045.58,2.87785,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 17:57:56.384,26-08-2019,17:57:55,384,00:17:28.456,00:17:28,456,1048.46,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:58:29.542,26-08-2019,17:58:29,542,00:18:01.614,00:18:01,614,1081.61,1.37636,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 17:58:30.918,26-08-2019,17:58:30,918,00:18:02.990,00:18:02,990,1082.99,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:58:50.479,26-08-2019,17:58:50,479,00:18:22.551,00:18:22,551,1102.55,6.2562,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Other(s) related,State start,
26-08-2019 17:58:56.735,26-08-2019,17:58:55,735,00:18:28.808,00:18:28,808,1108.81,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Other(s) related,State stop,
26-08-2019 17:59:04.952,26-08-2019,17:59:03,952,00:18:37.024,00:18:37,24,1117.02,1.29295,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 17:59:05.828,26-08-2019,17:59:05,828,00:18:37.900,00:18:37,900,1117.9,1.37636,Results,A1G1 (Paper),Event log,e2,Impatient behavior,Task(s) related,State start,
26-08-2019 17:59:06.245,26-08-2019,17:59:06,245,00:18:38.317,00:18:38,317,1118.32,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:59:07.204,26-08-2019,17:59:07,204,00:18:39.276,00:18:39,276,1119.28,0,Results,A1G1 (Paper),Event log,e2,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:59:11.583,26-08-2019,17:59:10,583,00:18:43.656,00:18:43,656,1123.66,10.8441,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 17:59:20.342,26-08-2019,17:59:20,342,00:18:52.414,00:18:52,414,1132.41,1.5432,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State start,
26-08-2019 17:59:21.885,26-08-2019,17:59:21,885,00:18:53.958,00:18:53,958,1133.96,0,Results,A1G1 (Paper),Event log,e2,Verbal,Other(s) related,State stop,
26-08-2019 17:59:22.427,26-08-2019,17:59:22,427,00:18:54.500,00:18:54,500,1134.5,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:59:23.011,26-08-2019,17:59:23,11,00:18:55.084,00:18:55,84,1135.08,0.291956,Results,A1G1 (Paper),Event log,e6,Verbal,Other(s) related,State start,
26-08-2019 17:59:23.303,26-08-2019,17:59:23,303,00:18:55.376,00:18:55,376,1135.38,0,Results,A1G1 (Paper),Event log,e6,Verbal,Other(s) related,State stop,
26-08-2019 17:59:24.721,26-08-2019,17:59:23,721,00:18:56.794,00:18:56,794,1136.79,10.0933,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 17:59:28.517,26-08-2019,17:59:28,517,00:19:00.589,00:19:00,589,1140.59,2.16882,Results,A1G1 (Paper),Event log,e2,Impatient behavior,Task(s) related,State start,
26-08-2019 17:59:30.686,26-08-2019,17:59:30,686,00:19:02.758,00:19:02,758,1142.76,0,Results,A1G1 (Paper),Event log,e2,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:59:34.815,26-08-2019,17:59:33,815,00:19:06.887,00:19:06,887,1146.89,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:59:37.234,26-08-2019,17:59:37,234,00:19:09.306,00:19:09,306,1149.31,2.12711,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 17:59:39.361,26-08-2019,17:59:38,361,00:19:11.433,00:19:11,433,1151.43,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:59:45.367,26-08-2019,17:59:45,367,00:19:17.439,00:19:17,439,1157.44,18.6852,Results,A1G1 (Paper),Event log,e3,Impatient behavior,,State start,
26-08-2019 17:59:48.703,26-08-2019,17:59:47,703,00:19:20.776,00:19:20,776,1160.78,2.16882,Results,A1G1 (Paper),Event log,e2,Impatient behavior,,State start,
26-08-2019 17:59:50.872,26-08-2019,17:59:50,872,00:19:22.945,00:19:22,945,1162.94,0,Results,A1G1 (Paper),Event log,e2,Impatient behavior,,State stop,
26-08-2019 18:00:04.052,26-08-2019,18:00:04,52,00:19:36.124,00:19:36,124,1176.12,0,Results,A1G1 (Paper),Event log,e3,Impatient behavior,,State stop,
26-08-2019 18:00:13.645,26-08-2019,18:00:13,645,00:19:45.717,00:19:45,717,1185.72,841.266,Results,A1G1 (Paper),Event log,e3,Leave the activity,,State start,
26-08-2019 18:00:17.357,26-08-2019,18:00:16,357,00:19:49.429,00:19:49,429,1189.43,51.9682,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 18:01:09.325,26-08-2019,18:01:08,325,00:20:41.397,00:20:41,397,1241.4,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 18:02:13.388,26-08-2019,18:02:13,388,00:21:45.461,00:21:45,461,1305.46,6.29791,Results,A1G1 (Paper),Event log,e5,Verbal,Task(s) related,State start,
26-08-2019 18:02:19.686,26-08-2019,18:02:19,686,00:21:51.759,00:21:51,759,1311.76,0,Results,A1G1 (Paper),Event log,e5,Verbal,Task(s) related,State stop,
26-08-2019 18:02:41.416,26-08-2019,18:02:41,416,00:22:13.489,00:22:13,489,1333.49,8.17477,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 18:02:49.591,26-08-2019,18:02:49,591,00:22:21.663,00:22:21,663,1341.66,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 18:04:40.076,26-08-2019,18:04:40,76,00:24:12.148,00:24:12,148,1452.15,27.7775,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State start,
26-08-2019 18:05:07.853,26-08-2019,18:05:06,853,00:24:39.925,00:24:39,925,1479.93,0,Results,A1G1 (Paper),Event log,e5,Impatient behavior,Task(s) related,State stop,
26-08-2019 18:05:28.749,26-08-2019,18:05:27,749,00:25:00.821,00:25:00,821,1500.82,1.20953,Results,A1G1 (Paper),Event log,e6,Impatient behavior,Task(s) related,State start,
26-08-2019 18:05:29.958,26-08-2019,18:05:28,958,00:25:02.031,00:25:02,31,1502.03,0,Results,A1G1 (Paper),Event log,e6,Impatient behavior,Task(s) related,State stop,
26-08-2019 18:06:53.875,26-08-2019,18:06:53,875,00:26:25.947,00:26:25,947,1585.95,5.83912,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State start,
26-08-2019 18:06:59.714,26-08-2019,18:06:58,714,00:26:31.786,00:26:31,786,1591.79,0,Results,A1G1 (Paper),Event log,e4,Desengagement,Other(s) related,State stop,
26-08-2019 18:08:01.942,26-08-2019,18:08:01,942,00:27:34.015,00:27:34,15,1654.01,21.6882,Results,A1G1 (Paper),Event log,e4,Desengagement,Adult related,State start,
26-08-2019 18:08:04.486,26-08-2019,18:08:03,486,00:27:36.559,00:27:36,559,1656.56,2.6276,Results,A1G1 (Paper),Event log,e5,Desengagement,Adult related,State start,
26-08-2019 18:08:05.237,26-08-2019,18:08:04,237,00:27:37.310,00:27:37,310,1657.31,15.0566,Results,A1G1 (Paper),Event log,e6,Desengagement,Adult related,State start,
26-08-2019 18:08:07.114,26-08-2019,18:08:07,114,00:27:39.186,00:27:39,186,1659.19,0,Results,A1G1 (Paper),Event log,e5,Desengagement,Adult related,State stop,
26-08-2019 18:08:20.294,26-08-2019,18:08:19,294,00:27:52.366,00:27:52,366,1672.37,0,Results,A1G1 (Paper),Event log,e6,Desengagement,Adult related,State stop,
26-08-2019 18:08:23.630,26-08-2019,18:08:23,630,00:27:55.703,00:27:55,703,1675.7,0,Results,A1G1 (Paper),Event log,e4,Desengagement,Adult related,State stop,
26-08-2019 18:09:20.687,26-08-2019,18:09:19,687,00:28:52.759,00:28:52,759,1732.76,6.63157,Results,A1G1 (Paper),Event log,e4,Desengagement,No idea,State start,
26-08-2019 18:09:27.319,26-08-2019,18:09:26,319,00:28:59.391,00:28:59,391,1739.39,0,Results,A1G1 (Paper),Event log,e4,Desengagement,No idea,State stop,
26-08-2019 18:11:46.540,26-08-2019,18:11:45,540,00:31:18.612,00:31:18,612,1878.61,9.8848,Results,A1G1 (Paper),Event log,e4,Desengagement,No idea,State start,
26-08-2019 18:11:56.425,26-08-2019,18:11:56,425,00:31:28.497,00:31:28,497,1888.5,0,Results,A1G1 (Paper),Event log,e4,Desengagement,No idea,State stop,
26-08-2019 18:14:14.911,26-08-2019,18:14:13,911,00:33:46.983,00:33:46,983,2026.98,0,Results,A1G1 (Paper),Event log,e3,Leave the activity,,State stop,
26-08-2019 17:38:01.925,26-08-2019,17:38:00,925,00:04:26.869,00:04:26,869,266.869,6.39984,Results,A1G2 (WIMP),Event log,e6,Desengagement,Other(s) related,State start,
26-08-2019 17:38:08.325,26-08-2019,17:38:08,325,00:04:33.269,00:04:33,269,273.269,0,Results,A1G2 (WIMP),Event log,e6,Desengagement,Other(s) related,State stop,
26-08-2019 17:39:40.522,26-08-2019,17:39:40,522,00:06:05.467,00:06:05,467,365.467,1.23997,Results,A1G2 (WIMP),Event log,e2,Impatient behavior,Task(s) related,State start,
26-08-2019 17:39:41.762,26-08-2019,17:39:41,762,00:06:06.707,00:06:06,707,366.707,0,Results,A1G2 (WIMP),Event log,e2,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:40:13.002,26-08-2019,17:40:13,2,00:06:37.946,00:06:37,946,397.946,10.5997,Results,A1G2 (WIMP),Event log,e6,Desengagement,No idea,State start,
26-08-2019 17:40:17.522,26-08-2019,17:40:17,522,00:06:42.466,00:06:42,466,402.466,1.23997,Results,A1G2 (WIMP),Event log,e2,Impatient behavior,Artifact(s) related,State start,
26-08-2019 17:40:18.762,26-08-2019,17:40:18,762,00:06:43.706,00:06:43,706,403.706,0,Results,A1G2 (WIMP),Event log,e2,Impatient behavior,Artifact(s) related,State stop,
26-08-2019 17:40:23.601,26-08-2019,17:40:22,601,00:06:48.546,00:06:48,546,408.546,0,Results,A1G2 (WIMP),Event log,e6,Desengagement,No idea,State stop,
26-08-2019 17:43:25.317,26-08-2019,17:43:25,317,00:09:50.261,00:09:50,261,590.261,13.9597,Results,A1G2 (WIMP),Event log,e5,Desengagement,Adult related,State start,
26-08-2019 17:43:25.757,26-08-2019,17:43:25,757,00:09:50.701,00:09:50,701,590.701,8.87978,Results,A1G2 (WIMP),Event log,e4,Desengagement,Adult related,State start,
26-08-2019 17:43:26.117,26-08-2019,17:43:26,117,00:09:51.061,00:09:51,61,591.061,4.1199,Results,A1G2 (WIMP),Event log,e6,Desengagement,Adult related,State start,
26-08-2019 17:43:30.237,26-08-2019,17:43:30,237,00:09:55.181,00:09:55,181,595.181,0,Results,A1G2 (WIMP),Event log,e6,Desengagement,Adult related,State stop,
26-08-2019 17:43:32.117,26-08-2019,17:43:32,117,00:09:57.061,00:09:57,61,597.061,5.55986,Results,A1G2 (WIMP),Event log,e1,Desengagement,Adult related,State start,
26-08-2019 17:43:34.637,26-08-2019,17:43:34,637,00:09:59.581,00:09:59,581,599.581,0,Results,A1G2 (WIMP),Event log,e4,Desengagement,Adult related,State stop,
26-08-2019 17:43:37.677,26-08-2019,17:43:36,677,00:10:02.621,00:10:02,621,602.621,0,Results,A1G2 (WIMP),Event log,e1,Desengagement,Adult related,State stop,
26-08-2019 17:43:39.277,26-08-2019,17:43:39,277,00:10:04.221,00:10:04,221,604.221,0,Results,A1G2 (WIMP),Event log,e5,Desengagement,Adult related,State stop,
26-08-2019 17:45:26.354,26-08-2019,17:45:25,354,00:11:51.298,00:11:51,298,711.298,1.23997,Results,A1G2 (WIMP),Event log,e3,Removing Sth from other's hands,,State start,
26-08-2019 17:45:27.594,26-08-2019,17:45:26,594,00:11:52.538,00:11:52,538,712.538,0,Results,A1G2 (WIMP),Event log,e3,Removing Sth from other's hands,,State stop,
26-08-2019 17:47:18.391,26-08-2019,17:47:17,391,00:13:43.335,00:13:43,335,823.335,1.11997,Results,A1G2 (WIMP),Event log,e1,Verbal,Task(s) related,State start,
26-08-2019 17:47:19.511,26-08-2019,17:47:18,511,00:13:44.455,00:13:44,455,824.455,0,Results,A1G2 (WIMP),Event log,e1,Verbal,Task(s) related,State stop,
26-08-2019 17:47:21.111,26-08-2019,17:47:21,111,00:13:46.055,00:13:46,55,826.055,3.47991,Results,A1G2 (WIMP),Event log,e1,Impatient behavior,Task(s) related,State start,
26-08-2019 17:47:21.831,26-08-2019,17:47:21,831,00:13:46.775,00:13:46,775,826.775,1.79995,Results,A1G2 (WIMP),Event log,e2,Impatient behavior,Task(s) related,State start,
26-08-2019 17:47:23.631,26-08-2019,17:47:23,631,00:13:48.575,00:13:48,575,828.575,0,Results,A1G2 (WIMP),Event log,e2,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:47:24.591,26-08-2019,17:47:24,591,00:13:49.535,00:13:49,535,829.535,0,Results,A1G2 (WIMP),Event log,e1,Impatient behavior,Task(s) related,State stop,
26-08-2019 17:47:38.031,26-08-2019,17:47:38,31,00:14:02.975,00:14:02,975,842.975,0.159996,Results,A1G2 (WIMP),Event log,e3,Removing Sth from other's hands,,State start,
26-08-2019 17:47:38.191,26-08-2019,17:47:38,191,00:14:03.135,00:14:03,135,843.135,0,Results,A1G2 (WIMP),Event log,e3,Removing Sth from other's hands,,State stop,
26-08-2019 17:48:09.470,26-08-2019,17:48:08,470,00:14:34.414,00:14:34,414,874.414,28.2393,Results,A1G2 (WIMP),Event log,e5,Desengagement,Other(s) related,State start,
26-08-2019 17:48:37.709,26-08-2019,17:48:37,709,00:15:02.653,00:15:02,653,902.653,0,Results,A1G2 (WIMP),Event log,e5,Desengagement,Other(s) related,State stop,
26-08-2019 17:50:07.867,26-08-2019,17:50:07,867,00:16:32.811,00:16:32,811,992.811,1.19997,Results,A1G2 (WIMP),Event log,e1,Removing Sth from other's hands,,State start,
26-08-2019 17:50:09.067,26-08-2019,17:50:08,67,00:16:34.011,00:16:34,11,994.011,0,Results,A1G2 (WIMP),Event log,e1,Removing Sth from other's hands,,State stop,
26-08-2019 17:51:28.385,26-08-2019,17:51:28,385,00:17:53.329,00:17:53,329,1073.33,7.51981,Results,A1G2 (WIMP),Event log,e6,Desengagement,No idea,State start,
