Date_Time_Absolute_dmy_hmsf,Date_dmy,Time_Absolute_hms,Time_Absolute_f,Time_Relative_hmsf,Time_Relative_hms,Time_Relative_f,Time_Relative_sf,Duration_sf,Result_Container,Observation,Event_Log,Subject,Behavior,Modifier_1,Event_Type,Comment
26-08-2019 18:28:09.204,26-08-2019,18:28:09,204,00:23:01.885,00:23:01,885,1381.89,0.919977,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State start,
26-08-2019 18:28:09.884,26-08-2019,18:28:09,884,00:23:02.565,00:23:02,565,1382.57,0,Results,A3G2 (Hybrid),Event log,e2,Desengagement,No idea,State stop,
26-08-2019 18:28:10.124,26-08-2019,18:28:10,124,00:23:02.805,00:23:02,805,1382.81,0,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State stop,
26-08-2019 18:28:42.283,26-08-2019,18:28:41,283,00:23:34.965,00:23:34,965,1414.96,6.43984,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,Task(s) related,State start,
26-08-2019 18:28:48.723,26-08-2019,18:28:48,723,00:23:41.404,00:23:41,404,1421.4,0,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,Task(s) related,State stop,
26-08-2019 18:29:35.242,26-08-2019,18:29:34,242,00:24:27.923,00:24:27,923,1467.92,1.23997,Results,A3G2 (Hybrid),Event log,e5,Removing Sth from other's hands,,State start,
26-08-2019 18:29:36.482,26-08-2019,18:29:35,482,00:24:29.163,00:24:29,163,1469.16,0,Results,A3G2 (Hybrid),Event log,e5,Removing Sth from other's hands,,State stop,
26-08-2019 18:29:48.082,26-08-2019,18:29:48,82,00:24:40.763,00:24:40,763,1480.76,0.959976,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State start,
26-08-2019 18:29:49.042,26-08-2019,18:29:48,42,00:24:41.723,00:24:41,723,1481.72,0,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State stop,
26-08-2019 18:30:07.881,26-08-2019,18:30:07,881,00:25:00.562,00:25:00,562,1500.56,6.03985,Results,A3G2 (Hybrid),Event log,e4,Artifact Monopolization,,State start,
26-08-2019 18:30:09.121,26-08-2019,18:30:09,121,00:25:01.802,00:25:01,802,1501.8,3.03992,Results,A3G2 (Hybrid),Event log,e5,Removing Sth from other's hands,,State start,
26-08-2019 18:30:12.161,26-08-2019,18:30:11,161,00:25:04.842,00:25:04,842,1504.84,0,Results,A3G2 (Hybrid),Event log,e5,Removing Sth from other's hands,,State stop,
26-08-2019 18:30:13.921,26-08-2019,18:30:12,921,00:25:06.602,00:25:06,602,1506.6,0,Results,A3G2 (Hybrid),Event log,e4,Artifact Monopolization,,State stop,
26-08-2019 18:30:21.241,26-08-2019,18:30:20,241,00:25:13.922,00:25:13,922,1513.92,1.19997,Results,A3G2 (Hybrid),Event log,e5,Removing Sth from other's hands,,State start,
26-08-2019 18:30:22.441,26-08-2019,18:30:22,441,00:25:15.122,00:25:15,122,1515.12,0,Results,A3G2 (Hybrid),Event log,e5,Removing Sth from other's hands,,State stop,
26-08-2019 18:30:22.481,26-08-2019,18:30:22,481,00:25:15.162,00:25:15,162,1515.16,2.19995,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,,State start,
26-08-2019 18:30:24.681,26-08-2019,18:30:24,681,00:25:17.362,00:25:17,362,1517.36,0,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,,State stop,
26-08-2019 18:31:05.200,26-08-2019,18:31:04,200,00:25:57.881,00:25:57,881,1557.88,8.91978,Results,A3G2 (Hybrid),Event log,e6,Desengagement,No idea,State start,
26-08-2019 18:31:14.040,26-08-2019,18:31:14,40,00:26:06.721,00:26:06,721,1566.72,1.19997,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State start,
26-08-2019 18:31:14.120,26-08-2019,18:31:14,120,00:26:06.801,00:26:06,801,1566.8,0,Results,A3G2 (Hybrid),Event log,e6,Desengagement,No idea,State stop,
26-08-2019 18:31:15.240,26-08-2019,18:31:15,240,00:26:07.921,00:26:07,921,1567.92,0,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State stop,
26-08-2019 18:31:16.559,26-08-2019,18:31:16,559,00:26:09.241,00:26:09,241,1569.24,2.51994,Results,A3G2 (Hybrid),Event log,e4,Verbal,Artifact(s) related,State start,
26-08-2019 18:31:16.719,26-08-2019,18:31:16,719,00:26:09.401,00:26:09,401,1569.4,19.7995,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,Task(s) related,State start,
26-08-2019 18:31:19.079,26-08-2019,18:31:18,79,00:26:11.761,00:26:11,761,1571.76,0,Results,A3G2 (Hybrid),Event log,e4,Verbal,Artifact(s) related,State stop,
26-08-2019 18:31:24.719,26-08-2019,18:31:24,719,00:26:17.401,00:26:17,401,1577.4,2.35994,Results,A3G2 (Hybrid),Event log,e6,Desengagement,No idea,State start,
26-08-2019 18:31:27.079,26-08-2019,18:31:26,79,00:26:19.761,00:26:19,761,1579.76,0,Results,A3G2 (Hybrid),Event log,e6,Desengagement,No idea,State stop,
26-08-2019 18:31:27.599,26-08-2019,18:31:26,599,00:26:20.280,00:26:20,280,1580.28,34.2391,Results,A3G2 (Hybrid),Event log,e5,Desengagement,No idea,State start,
26-08-2019 18:31:36.519,26-08-2019,18:31:36,519,00:26:29.200,00:26:29,200,1589.2,0,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,Task(s) related,State stop,
26-08-2019 18:31:36.879,26-08-2019,18:31:36,879,00:26:29.560,00:26:29,560,1589.56,2.11995,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Other(s) related,State start,
26-08-2019 18:31:38.999,26-08-2019,18:31:38,999,00:26:31.680,00:26:31,680,1591.68,0,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Other(s) related,State stop,
26-08-2019 18:31:44.919,26-08-2019,18:31:44,919,00:26:37.600,00:26:37,600,1597.6,1.47996,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State start,
26-08-2019 18:31:46.399,26-08-2019,18:31:46,399,00:26:39.080,00:26:39,80,1599.08,0,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State stop,
26-08-2019 18:31:47.719,26-08-2019,18:31:47,719,00:26:40.400,00:26:40,400,1600.4,2.79993,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State start,
26-08-2019 18:31:50.519,26-08-2019,18:31:49,519,00:26:43.200,00:26:43,200,1603.2,0,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State stop,
26-08-2019 18:31:53.639,26-08-2019,18:31:53,639,00:26:46.320,00:26:46,320,1606.32,0.759981,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State start,
26-08-2019 18:31:54.399,26-08-2019,18:31:54,399,00:26:47.080,00:26:47,80,1607.08,0,Results,A3G2 (Hybrid),Event log,e4,Verbal,Other(s) related,State stop,
26-08-2019 18:32:01.838,26-08-2019,18:32:01,838,00:26:54.520,00:26:54,520,1614.52,0,Results,A3G2 (Hybrid),Event log,e5,Desengagement,No idea,State stop,
26-08-2019 18:32:29.638,26-08-2019,18:32:29,638,00:27:22.319,00:27:22,319,1642.32,1.59996,Results,A3G2 (Hybrid),Event log,e4,Removing Sth from other's hands,,State start,
26-08-2019 18:32:31.158,26-08-2019,18:32:31,158,00:27:23.839,00:27:23,839,1643.84,3.11992,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Artifact(s) related,State start,
26-08-2019 18:32:31.238,26-08-2019,18:32:31,238,00:27:23.919,00:27:23,919,1643.92,0,Results,A3G2 (Hybrid),Event log,e4,Removing Sth from other's hands,,State stop,
26-08-2019 18:32:34.278,26-08-2019,18:32:33,278,00:27:26.959,00:27:26,959,1646.96,0,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Artifact(s) related,State stop,
26-08-2019 18:32:35.238,26-08-2019,18:32:35,238,00:27:27.919,00:27:27,919,1647.92,9.19977,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 18:32:36.117,26-08-2019,18:32:36,117,00:27:28.799,00:27:28,799,1648.8,1.11997,Results,A3G2 (Hybrid),Event log,e2,Desengagement,Adult related,State start,
26-08-2019 18:32:37.237,26-08-2019,18:32:37,237,00:27:29.919,00:27:29,919,1649.92,0,Results,A3G2 (Hybrid),Event log,e2,Desengagement,Adult related,State stop,
26-08-2019 18:32:40.597,26-08-2019,18:32:39,597,00:27:33.279,00:27:33,279,1653.28,1.27997,Results,A3G2 (Hybrid),Event log,e2,Desengagement,Adult related,State start,
26-08-2019 18:32:41.877,26-08-2019,18:32:40,877,00:27:34.559,00:27:34,559,1654.56,0,Results,A3G2 (Hybrid),Event log,e2,Desengagement,Adult related,State stop,
26-08-2019 18:32:44.437,26-08-2019,18:32:44,437,00:27:37.119,00:27:37,119,1657.12,0,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 18:33:04.077,26-08-2019,18:33:03,77,00:27:56.758,00:27:56,758,1676.76,1.87995,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State start,
26-08-2019 18:33:05.957,26-08-2019,18:33:05,957,00:27:58.638,00:27:58,638,1678.64,0,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State stop,
26-08-2019 18:33:07.557,26-08-2019,18:33:07,557,00:28:00.238,00:28:00,238,1680.24,7.07982,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 18:33:14.637,26-08-2019,18:33:14,637,00:28:07.318,00:28:07,318,1687.32,0,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 18:33:23.276,26-08-2019,18:33:23,276,00:28:15.958,00:28:15,958,1695.96,2.23994,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,Task(s) related,State start,
26-08-2019 18:33:25.516,26-08-2019,18:33:24,516,00:28:18.198,00:28:18,198,1698.2,0,Results,A3G2 (Hybrid),Event log,e4,Impatient behavior,Task(s) related,State stop,
26-08-2019 18:33:44.916,26-08-2019,18:33:44,916,00:28:37.597,00:28:37,597,1717.6,1.15997,Results,A3G2 (Hybrid),Event log,e4,Desengagement,No idea,State start,
26-08-2019 18:33:46.076,26-08-2019,18:33:45,76,00:28:38.757,00:28:38,757,1718.76,0,Results,A3G2 (Hybrid),Event log,e4,Desengagement,No idea,State stop,
26-08-2019 18:33:51.956,26-08-2019,18:33:51,956,00:28:44.637,00:28:44,637,1724.64,1.43996,Results,A3G2 (Hybrid),Event log,e6,Verbal,Other(s) related,State start,
26-08-2019 18:33:51.996,26-08-2019,18:33:51,996,00:28:44.677,00:28:44,677,1724.68,1.51996,Results,A3G2 (Hybrid),Event log,e3,Desengagement,No idea,State start,
26-08-2019 18:33:53.396,26-08-2019,18:33:53,396,00:28:46.077,00:28:46,77,1726.08,0,Results,A3G2 (Hybrid),Event log,e6,Verbal,Other(s) related,State stop,
26-08-2019 18:33:53.516,26-08-2019,18:33:53,516,00:28:46.197,00:28:46,197,1726.2,0,Results,A3G2 (Hybrid),Event log,e3,Desengagement,No idea,State stop,
26-08-2019 18:33:58.835,26-08-2019,18:33:58,835,00:28:51.517,00:28:51,517,1731.52,1.11997,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State start,
26-08-2019 18:33:59.955,26-08-2019,18:33:59,955,00:28:52.637,00:28:52,637,1732.64,0,Results,A3G2 (Hybrid),Event log,e2,Impatient behavior,Artifact(s) related,State stop,
26-08-2019 18:34:06.435,26-08-2019,18:34:06,435,00:28:59.117,00:28:59,117,1739.12,1.31997,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Adult related,State start,
26-08-2019 18:34:07.755,26-08-2019,18:34:07,755,00:29:00.436,00:29:00,436,1740.44,0,Results,A3G2 (Hybrid),Event log,e3,Desengagement,Adult related,State stop,
26-08-2019 18:34:43.954,26-08-2019,18:34:43,954,00:29:36.636,00:29:36,636,1776.64,1.43996,Results,A3G2 (Hybrid),Event log,e5,Impatient behavior,Artifact(s) related,State start,
26-08-2019 18:34:43.994,26-08-2019,18:34:43,994,00:29:36.676,00:29:36,676,1776.68,1.87995,Results,A3G2 (Hybrid),Event log,e5,Verbal,Other(s) related,State start,
26-08-2019 18:34:45.394,26-08-2019,18:34:45,394,00:29:38.076,00:29:38,76,1778.08,0,Results,A3G2 (Hybrid),Event log,e5,Impatient behavior,Artifact(s) related,State stop,
26-08-2019 18:34:45.874,26-08-2019,18:34:45,874,00:29:38.556,00:29:38,556,1778.56,0,Results,A3G2 (Hybrid),Event log,e5,Verbal,Other(s) related,State stop,
15-09-2019 21:01:23.462,15-09-2019,21:01:22,462,00:02:17.000,00:02:17,0,137,3.56,Results,A3G4 (WIMP),Event log,e3,Verbal,Other(s) related,State start,
15-09-2019 21:01:27.022,15-09-2019,21:01:27,22,00:02:20.560,00:02:20,560,140.56,0,Results,A3G4 (WIMP),Event log,e3,Verbal,Other(s) related,State stop,
15-09-2019 21:01:49.142,15-09-2019,21:01:49,142,00:02:42.680,00:02:42,680,162.68,16.64,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:02:05.782,15-09-2019,21:02:05,782,00:02:59.320,00:02:59,320,179.32,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:02:06.982,15-09-2019,21:02:06,982,00:03:00.520,00:03:00,520,180.52,116.6,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:02:22.302,15-09-2019,21:02:21,302,00:03:15.840,00:03:15,840,195.84,9.4,Results,A3G4 (WIMP),Event log,e6,Desengagement,Other(s) related,State start,
15-09-2019 21:02:24.822,15-09-2019,21:02:23,822,00:03:18.360,00:03:18,360,198.36,1.28,Results,A3G4 (WIMP),Event log,e4,Desengagement,Other(s) related,State start,
15-09-2019 21:02:26.102,15-09-2019,21:02:26,102,00:03:19.640,00:03:19,640,199.64,0,Results,A3G4 (WIMP),Event log,e4,Desengagement,Other(s) related,State stop,
15-09-2019 21:02:27.702,15-09-2019,21:02:27,702,00:03:21.240,00:03:21,240,201.24,3.2,Results,A3G4 (WIMP),Event log,e1,Desengagement,Other(s) related,State start,
15-09-2019 21:02:30.902,15-09-2019,21:02:29,902,00:03:24.440,00:03:24,440,204.44,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,Other(s) related,State stop,
15-09-2019 21:02:31.702,15-09-2019,21:02:30,702,00:03:25.240,00:03:25,240,205.24,0,Results,A3G4 (WIMP),Event log,e6,Desengagement,Other(s) related,State stop,
15-09-2019 21:02:33.142,15-09-2019,21:02:33,142,00:03:26.680,00:03:26,680,206.68,5.4,Results,A3G4 (WIMP),Event log,e1,Desengagement,No idea,State start,
15-09-2019 21:02:38.542,15-09-2019,21:02:37,542,00:03:32.080,00:03:32,80,212.08,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,No idea,State stop,
15-09-2019 21:02:45.862,15-09-2019,21:02:44,862,00:03:39.400,00:03:39,400,219.4,18.36,Results,A3G4 (WIMP),Event log,e6,Desengagement,Other(s) related,State start,
15-09-2019 21:02:45.902,15-09-2019,21:02:44,902,00:03:39.440,00:03:39,440,219.44,18.36,Results,A3G4 (WIMP),Event log,e1,Desengagement,Other(s) related,State start,
15-09-2019 21:03:04.222,15-09-2019,21:03:04,222,00:03:57.760,00:03:57,760,237.76,0,Results,A3G4 (WIMP),Event log,e6,Desengagement,Other(s) related,State stop,
15-09-2019 21:03:04.262,15-09-2019,21:03:04,262,00:03:57.800,00:03:57,800,237.8,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,Other(s) related,State stop,
15-09-2019 21:03:08.302,15-09-2019,21:03:07,302,00:04:01.840,00:04:01,840,241.84,25.2,Results,A3G4 (WIMP),Event log,e6,Desengagement,Other(s) related,State start,
15-09-2019 21:03:12.382,15-09-2019,21:03:12,382,00:04:05.920,00:04:05,920,245.92,20.04,Results,A3G4 (WIMP),Event log,e1,Desengagement,Other(s) related,State start,
15-09-2019 21:03:32.422,15-09-2019,21:03:32,422,00:04:25.960,00:04:25,960,265.96,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,Other(s) related,State stop,
15-09-2019 21:03:33.502,15-09-2019,21:03:33,502,00:04:27.040,00:04:27,40,267.04,0,Results,A3G4 (WIMP),Event log,e6,Desengagement,Other(s) related,State stop,
15-09-2019 21:03:38.182,15-09-2019,21:03:37,182,00:04:31.720,00:04:31,720,271.72,4.8,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State start,
15-09-2019 21:03:40.982,15-09-2019,21:03:40,982,00:04:34.520,00:04:34,520,274.52,2.4,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State start,
15-09-2019 21:03:41.382,15-09-2019,21:03:41,382,00:04:34.920,00:04:34,920,274.92,2.4,Results,A3G4 (WIMP),Event log,e6,Desengagement,Adult related,State start,
15-09-2019 21:03:42.982,15-09-2019,21:03:42,982,00:04:36.520,00:04:36,520,276.52,0,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State stop,
15-09-2019 21:03:43.382,15-09-2019,21:03:43,382,00:04:36.920,00:04:36,920,276.92,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State stop,
15-09-2019 21:03:43.782,15-09-2019,21:03:43,782,00:04:37.320,00:04:37,320,277.32,0,Results,A3G4 (WIMP),Event log,e6,Desengagement,Adult related,State stop,
15-09-2019 21:03:51.222,15-09-2019,21:03:50,222,00:04:44.760,00:04:44,760,284.76,4.08,Results,A3G4 (WIMP),Event log,e6,Desengagement,No idea,State start,
15-09-2019 21:03:55.302,15-09-2019,21:03:55,302,00:04:48.840,00:04:48,840,288.84,0,Results,A3G4 (WIMP),Event log,e6,Desengagement,No idea,State stop,
15-09-2019 21:03:55.622,15-09-2019,21:03:55,622,00:04:49.160,00:04:49,160,289.16,7.2,Results,A3G4 (WIMP),Event log,e4,Impatient behavior,Other(s) related,State start,
15-09-2019 21:03:55.822,15-09-2019,21:03:55,822,00:04:49.360,00:04:49,360,289.36,3.2,Results,A3G4 (WIMP),Event log,e6,Impatient behavior,No idea,State start,
15-09-2019 21:03:59.022,15-09-2019,21:03:58,22,00:04:52.560,00:04:52,560,292.56,0,Results,A3G4 (WIMP),Event log,e6,Impatient behavior,No idea,State stop,
15-09-2019 21:04:02.822,15-09-2019,21:04:02,822,00:04:56.360,00:04:56,360,296.36,0,Results,A3G4 (WIMP),Event log,e4,Impatient behavior,Other(s) related,State stop,
15-09-2019 21:04:03.582,15-09-2019,21:04:03,582,00:04:57.120,00:04:57,120,297.12,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:04:06.342,15-09-2019,21:04:05,342,00:04:59.880,00:04:59,880,299.88,12.44,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:04:18.782,15-09-2019,21:04:18,782,00:05:12.320,00:05:12,320,312.32,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:04:19.222,15-09-2019,21:04:19,222,00:05:12.760,00:05:12,760,312.76,2,Results,A3G4 (WIMP),Event log,e6,Desengagement,Adult related,State start,
15-09-2019 21:04:21.222,15-09-2019,21:04:20,222,00:05:14.760,00:05:14,760,314.76,0,Results,A3G4 (WIMP),Event log,e6,Desengagement,Adult related,State stop,
15-09-2019 21:04:29.302,15-09-2019,21:04:28,302,00:05:22.840,00:05:22,840,322.84,4.96,Results,A3G4 (WIMP),Event log,e3,Desengagement,Other(s) related,State start,
15-09-2019 21:04:30.342,15-09-2019,21:04:29,342,00:05:23.880,00:05:23,880,323.88,2,Results,A3G4 (WIMP),Event log,e4,Desengagement,Other(s) related,State start,
15-09-2019 21:04:32.342,15-09-2019,21:04:32,342,00:05:25.880,00:05:25,880,325.88,0,Results,A3G4 (WIMP),Event log,e4,Desengagement,Other(s) related,State stop,
15-09-2019 21:04:34.262,15-09-2019,21:04:34,262,00:05:27.800,00:05:27,800,327.8,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,Other(s) related,State stop,
15-09-2019 21:04:37.702,15-09-2019,21:04:36,702,00:05:31.240,00:05:31,240,331.24,80.52,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:04:56.662,15-09-2019,21:04:56,662,00:05:50.200,00:05:50,200,350.2,1.2,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State start,
15-09-2019 21:04:57.462,15-09-2019,21:04:57,462,00:05:51.000,00:05:51,0,351,1.6,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State start,
15-09-2019 21:04:57.862,15-09-2019,21:04:57,862,00:05:51.400,00:05:51,400,351.4,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State stop,
15-09-2019 21:04:59.062,15-09-2019,21:04:58,62,00:05:52.600,00:05:52,600,352.6,0,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State stop,
15-09-2019 21:05:58.222,15-09-2019,21:05:57,222,00:06:51.760,00:06:51,760,411.76,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:06:06.982,15-09-2019,21:06:05,982,00:07:00.520,00:07:00,520,420.52,13.76,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:06:15.942,15-09-2019,21:06:15,942,00:07:09.480,00:07:09,480,429.48,7,Results,A3G4 (WIMP),Event log,e1,Desengagement,No idea,State start,
15-09-2019 21:06:20.742,15-09-2019,21:06:19,742,00:07:14.280,00:07:14,280,434.28,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:06:22.942,15-09-2019,21:06:21,942,00:07:16.480,00:07:16,480,436.48,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,No idea,State stop,
15-09-2019 21:06:26.182,15-09-2019,21:06:26,182,00:07:19.720,00:07:19,720,439.72,3.2,Results,A3G4 (WIMP),Event log,e2,Desengagement,Other(s) related,State start,
15-09-2019 21:06:29.382,15-09-2019,21:06:28,382,00:07:22.920,00:07:22,920,442.92,0,Results,A3G4 (WIMP),Event log,e2,Desengagement,Other(s) related,State stop,
15-09-2019 21:06:32.582,15-09-2019,21:06:32,582,00:07:26.120,00:07:26,120,446.12,1.6,Results,A3G4 (WIMP),Event log,e2,Removing Sth from other's hands,,State start,
15-09-2019 21:06:34.182,15-09-2019,21:06:34,182,00:07:27.720,00:07:27,720,447.72,0,Results,A3G4 (WIMP),Event log,e2,Removing Sth from other's hands,,State stop,
15-09-2019 21:06:40.302,15-09-2019,21:06:40,302,00:07:33.840,00:07:33,840,453.84,30.6,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:06:49.182,15-09-2019,21:06:48,182,00:07:42.720,00:07:42,720,462.72,1.6,Results,A3G4 (WIMP),Event log,e2,Removing Sth from other's hands,,State start,
15-09-2019 21:06:50.782,15-09-2019,21:06:49,782,00:07:44.320,00:07:44,320,464.32,0,Results,A3G4 (WIMP),Event log,e2,Removing Sth from other's hands,,State stop,
15-09-2019 21:07:10.902,15-09-2019,21:07:10,902,00:08:04.440,00:08:04,440,484.44,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:07:11.502,15-09-2019,21:07:11,502,00:08:05.040,00:08:05,40,485.04,13.16,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State start,
15-09-2019 21:07:13.382,15-09-2019,21:07:12,382,00:08:06.920,00:08:06,920,486.92,2.6,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:07:15.982,15-09-2019,21:07:15,982,00:08:09.520,00:08:09,520,489.52,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:07:19.102,15-09-2019,21:07:18,102,00:08:12.640,00:08:12,640,492.64,5.28,Results,A3G4 (WIMP),Event log,e4,Desengagement,Adult related,State start,
15-09-2019 21:07:24.382,15-09-2019,21:07:24,382,00:08:17.920,00:08:17,920,497.92,0,Results,A3G4 (WIMP),Event log,e4,Desengagement,Adult related,State stop,
15-09-2019 21:07:24.662,15-09-2019,21:07:24,662,00:08:18.200,00:08:18,200,498.2,0,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State stop,
15-09-2019 21:07:25.502,15-09-2019,21:07:25,502,00:08:19.040,00:08:19,40,499.04,5.72,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State start,
15-09-2019 21:07:25.622,15-09-2019,21:07:25,622,00:08:19.160,00:08:19,160,499.16,3.6,Results,A3G4 (WIMP),Event log,e2,Desengagement,Adult related,State start,
15-09-2019 21:07:25.862,15-09-2019,21:07:25,862,00:08:19.400,00:08:19,400,499.4,2.56,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State start,
15-09-2019 21:07:28.422,15-09-2019,21:07:27,422,00:08:21.960,00:08:21,960,501.96,0,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State stop,
15-09-2019 21:07:29.222,15-09-2019,21:07:29,222,00:08:22.760,00:08:22,760,502.76,0,Results,A3G4 (WIMP),Event log,e2,Desengagement,Adult related,State stop,
15-09-2019 21:07:31.222,15-09-2019,21:07:31,222,00:08:24.760,00:08:24,760,504.76,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State stop,
15-09-2019 21:07:36.702,15-09-2019,21:07:35,702,00:08:30.240,00:08:30,240,510.24,4.36,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:07:40.942,15-09-2019,21:07:40,942,00:08:34.480,00:08:34,480,514.48,4.4,Results,A3G4 (WIMP),Event log,e6,Desengagement,Adult related,State start,
15-09-2019 21:07:41.062,15-09-2019,21:07:40,62,00:08:34.600,00:08:34,600,514.6,0,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State stop,
15-09-2019 21:07:41.342,15-09-2019,21:07:40,342,00:08:34.880,00:08:34,880,514.88,2.8,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State start,
15-09-2019 21:07:41.742,15-09-2019,21:07:40,742,00:08:35.280,00:08:35,280,515.28,1.2,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State start,
15-09-2019 21:07:42.942,15-09-2019,21:07:41,942,00:08:36.480,00:08:36,480,516.48,0,Results,A3G4 (WIMP),Event log,e5,Desengagement,Adult related,State stop,
15-09-2019 21:07:44.142,15-09-2019,21:07:44,142,00:08:37.680,00:08:37,680,517.68,0,Results,A3G4 (WIMP),Event log,e1,Desengagement,Adult related,State stop,
15-09-2019 21:07:45.342,15-09-2019,21:07:45,342,00:08:38.880,00:08:38,880,518.88,0,Results,A3G4 (WIMP),Event log,e6,Desengagement,Adult related,State stop,
15-09-2019 21:07:53.822,15-09-2019,21:07:53,822,00:08:47.360,00:08:47,360,527.36,34.72,Results,A3G4 (WIMP),Event log,e6,Desengagement,Other(s) related,State start,
15-09-2019 21:07:53.862,15-09-2019,21:07:53,862,00:08:47.400,00:08:47,400,527.4,34.68,Results,A3G4 (WIMP),Event log,e2,Desengagement,Other(s) related,State start,
15-09-2019 21:07:56.182,15-09-2019,21:07:55,182,00:08:49.720,00:08:49,720,529.72,3,Results,A3G4 (WIMP),Event log,e3,Desengagement,No idea,State start,
15-09-2019 21:07:58.182,15-09-2019,21:07:57,182,00:08:51.720,00:08:51,720,531.72,0.8,Results,A3G4 (WIMP),Event log,e4,Impatient behavior,Other(s) related,State start,
